.entry _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii
.param .u64 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_0,
.param .u64 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_1,
.param .u64 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_2,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_3,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_4,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_5,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_6,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_7
)
{
.reg .pred %p<101>;
.reg .b16 %rs<85>;
.reg .f32 %f<1105>;
.reg .b32 %r<5230>;
.reg .b64 %rd<421>;

	.shared .align 4 .b8 _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_qs[16384];

	.shared .align 4 .b8 _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_ds[2048];

ld.param.u64 %rd38, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_0];
ld.param.u64 %rd39, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_1];
ld.param.u32 %r88, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_3];
ld.param.u32 %r85, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_5];
ld.param.u32 %r86, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_6];
mul.ftz.f32 %f523, %f522, %f521;
cvt.rn.f32.s32 %f524, %r904;
fma.rn.ftz.f32 %f976, %f523, %f524, %f976;
add.s32 %r2950, %r100, 32;
shr.u32 %r2951, %r2950, 2;
add.s32 %r2952, %r2951, %r2926;
shl.b32 %r2953, %r2950, 3;
add.s32 %r2954, %r2952, %r2953;
shl.b32 %r2955, %r2954, 2;
add.s32 %r2956, %r5217, %r2955;
ld.shared.u32 %r2893, [%r2949+8320];

	dp4a.s32.s32 %r908, %r2893, %r878, %r2895;

	ld.shared.u32 %r2897, [%r2949+8324];

	dp4a.s32.s32 %r912, %r2897, %r882, %r908;

	ld.shared.u32 %r2901, [%r2949+8328];

	dp4a.s32.s32 %r916, %r2901, %r886, %r912;

	ld.shared.u32 %r2905, [%r2949+8332];

	dp4a.s32.s32 %r920, %r2905, %r890, %r916;

	ld.shared.u32 %r2909, [%r2949+8336];

	dp4a.s32.s32 %r924, %r2909, %r894, %r920;

	ld.shared.u32 %r2913, [%r2949+8340];

	dp4a.s32.s32 %r928, %r2913, %r898, %r924;

	ld.shared.u32 %r2917, [%r2949+8344];

	dp4a.s32.s32 %r932, %r2917, %r902, %r928;

	ld.shared.u32 %r2921, [%r2949+8348];

	dp4a.s32.s32 %r936, %r2921, %r906, %r932;

	ld.shared.f32 %f525, [%r2956];
mul.ftz.f32 %f526, %f525, %f521;
cvt.rn.f32.s32 %f527, %r936;
fma.rn.ftz.f32 %f944, %f526, %f527, %f944;
ld.shared.u32 %r974, [%r2940+512];
ld.shared.u32 %r978, [%r2940+528];
ld.shared.u32 %r982, [%r2940+516];
ld.shared.u32 %r986, [%r2940+532];
ld.shared.u32 %r990, [%r2940+520];
ld.shared.u32 %r994, [%r2940+536];
ld.shared.u32 %r998, [%r2940+524];
ld.shared.u32 %r1002, [%r2940+540];

	dp4a.s32.s32 %r940, %r877, %r974, %r2895;

	
	dp4a.s32.s32 %r944, %r2865, %r978, %r940;

	
	dp4a.s32.s32 %r948, %r2869, %r982, %r944;

	
	dp4a.s32.s32 %r952, %r2873, %r986, %r948;

	
	dp4a.s32.s32 %r956, %r2877, %r990, %r952;

	
	dp4a.s32.s32 %r960, %r2881, %r994, %r956;

	
	dp4a.s32.s32 %r964, %r2885, %r998, %r960;

	
	dp4a.s32.s32 %r968, %r2889, %r1002, %r964;

	ld.shared.f32 %f528, [%r2932+64];
mul.ftz.f32 %f529, %f522, %f528;
cvt.rn.f32.s32 %f530, %r968;
fma.rn.ftz.f32 %f975, %f529, %f530, %f975;

	dp4a.s32.s32 %r972, %r2893, %r974, %r2895;

	
	dp4a.s32.s32 %r976, %r2897, %r978, %r972;

	
	dp4a.s32.s32 %r980, %r2901, %r982, %r976;

	
	dp4a.s32.s32 %r984, %r2905, %r986, %r980;

	
	dp4a.s32.s32 %r988, %r2909, %r990, %r984;

	
	dp4a.s32.s32 %r992, %r2913, %r994, %r988;

	
	dp4a.s32.s32 %r996, %r2917, %r998, %r992;

	
	dp4a.s32.s32 %r1000, %r2921, %r1002, %r996;

	mul.ftz.f32 %f531, %f525, %f528;
cvt.rn.f32.s32 %f532, %r1000;
fma.rn.ftz.f32 %f943, %f531, %f532, %f943;
ld.shared.u32 %r1038, [%r2940+1024];
ld.shared.u32 %r1042, [%r2940+1040];
ld.shared.u32 %r1046, [%r2940+1028];
ld.shared.u32 %r1050, [%r2940+1044];
ld.shared.u32 %r1054, [%r2940+1032];
ld.shared.u32 %r1058, [%r2940+1048];
ld.shared.u32 %r1062, [%r2940+1036];
ld.shared.u32 %r1066, [%r2940+1052];

	dp4a.s32.s32 %r1004, %r877, %r1038, %r2895;

	
	dp4a.s32.s32 %r1008, %r2865, %r1042, %r1004;

	
	dp4a.s32.s32 %r1012, %r2869, %r1046, %r1008;

	
	dp4a.s32.s32 %r1016, %r2873, %r1050, %r1012;

	
	dp4a.s32.s32 %r1020, %r2877, %r1054, %r1016;

	
	dp4a.s32.s32 %r1024, %r2881, %r1058, %r1020;

	
	dp4a.s32.s32 %r1028, %r2885, %r1062, %r1024;

	
	dp4a.s32.s32 %r1032, %r2889, %r1066, %r1028;

	ld.shared.f32 %f533, [%r2932+128];
mul.ftz.f32 %f534, %f522, %f533;
cvt.rn.f32.s32 %f535, %r1032;
fma.rn.ftz.f32 %f974, %f534, %f535, %f974;

	dp4a.s32.s32 %r1036, %r2893, %r1038, %r2895;

	
	dp4a.s32.s32 %r1040, %r2897, %r1042, %r1036;

	
	dp4a.s32.s32 %r1044, %r2901, %r1046, %r1040;

	
	dp4a.s32.s32 %r1048, %r2905, %r1050, %r1044;

	
	dp4a.s32.s32 %r1052, %r2909, %r1054, %r1048;

	
	dp4a.s32.s32 %r1056, %r2913, %r1058, %r1052;

	
	dp4a.s32.s32 %r1060, %r2917, %r1062, %r1056;

	
	dp4a.s32.s32 %r1064, %r2921, %r1066, %r1060;

	mul.ftz.f32 %f536, %f525, %f533;
cvt.rn.f32.s32 %f537, %r1064;
fma.rn.ftz.f32 %f942, %f536, %f537, %f942;
ld.shared.u32 %r1102, [%r2940+1536];
ld.shared.u32 %r1106, [%r2940+1552];
ld.shared.u32 %r1110, [%r2940+1540];
ld.shared.u32 %r1114, [%r2940+1556];
ld.shared.u32 %r1118, [%r2940+1544];
ld.shared.u32 %r1122, [%r2940+1560];
ld.shared.u32 %r1126, [%r2940+1548];
ld.shared.u32 %r1130, [%r2940+1564];

	dp4a.s32.s32 %r1068, %r877, %r1102, %r2895;

	
	dp4a.s32.s32 %r1072, %r2865, %r1106, %r1068;

	
	dp4a.s32.s32 %r1076, %r2869, %r1110, %r1072;

	
	dp4a.s32.s32 %r1080, %r2873, %r1114, %r1076;

	
	dp4a.s32.s32 %r1084, %r2877, %r1118, %r1080;

	
	dp4a.s32.s32 %r1088, %r2881, %r1122, %r1084;

	
	dp4a.s32.s32 %r1092, %r2885, %r1126, %r1088;

	
	dp4a.s32.s32 %r1096, %r2889, %r1130, %r1092;

	ld.shared.f32 %f538, [%r2932+192];
mul.ftz.f32 %f539, %f522, %f538;
cvt.rn.f32.s32 %f540, %r1096;
fma.rn.ftz.f32 %f973, %f539, %f540, %f973;

	dp4a.s32.s32 %r1100, %r2893, %r1102, %r2895;

	
	dp4a.s32.s32 %r1104, %r2897, %r1106, %r1100;

	
	dp4a.s32.s32 %r1108, %r2901, %r1110, %r1104;

	
	dp4a.s32.s32 %r1112, %r2905, %r1114, %r1108;

	
	dp4a.s32.s32 %r1116, %r2909, %r1118, %r1112;

	
	dp4a.s32.s32 %r1120, %r2913, %r1122, %r1116;

	
	dp4a.s32.s32 %r1124, %r2917, %r1126, %r1120;

	
	dp4a.s32.s32 %r1128, %r2921, %r1130, %r1124;

	mul.ftz.f32 %f541, %f525, %f538;
cvt.rn.f32.s32 %f542, %r1128;
fma.rn.ftz.f32 %f941, %f541, %f542, %f941;
ld.shared.u32 %r1166, [%r2940+2048];
ld.shared.u32 %r1170, [%r2940+2064];
ld.shared.u32 %r1174, [%r2940+2052];
ld.shared.u32 %r1178, [%r2940+2068];
ld.shared.u32 %r1182, [%r2940+2056];
ld.shared.u32 %r1186, [%r2940+2072];
ld.shared.u32 %r1190, [%r2940+2060];
ld.shared.u32 %r1194, [%r2940+2076];

	dp4a.s32.s32 %r1132, %r877, %r1166, %r2895;

	
	dp4a.s32.s32 %r1136, %r2865, %r1170, %r1132;

	
	dp4a.s32.s32 %r1140, %r2869, %r1174, %r1136;

	
	dp4a.s32.s32 %r1144, %r2873, %r1178, %r1140;

	
	dp4a.s32.s32 %r1148, %r2877, %r1182, %r1144;

	
	dp4a.s32.s32 %r1152, %r2881, %r1186, %r1148;

	
	dp4a.s32.s32 %r1156, %r2885, %r1190, %r1152;

	
	dp4a.s32.s32 %r1160, %r2889, %r1194, %r1156;

	ld.shared.f32 %f543, [%r2932+256];
mul.ftz.f32 %f544, %f522, %f543;
cvt.rn.f32.s32 %f545, %r1160;
fma.rn.ftz.f32 %f972, %f544, %f545, %f972;

	dp4a.s32.s32 %r1164, %r2893, %r1166, %r2895;

	
	dp4a.s32.s32 %r1168, %r2897, %r1170, %r1164;

	
	dp4a.s32.s32 %r1172, %r2901, %r1174, %r1168;

	
	dp4a.s32.s32 %r1176, %r2905, %r1178, %r1172;

	
	dp4a.s32.s32 %r1180, %r2909, %r1182, %r1176;

	
	dp4a.s32.s32 %r1184, %r2913, %r1186, %r1180;

	
	dp4a.s32.s32 %r1188, %r2917, %r1190, %r1184;

	
	dp4a.s32.s32 %r1192, %r2921, %r1194, %r1188;

	mul.ftz.f32 %f546, %f525, %f543;
cvt.rn.f32.s32 %f547, %r1192;
fma.rn.ftz.f32 %f940, %f546, %f547, %f940;
ld.shared.u32 %r1230, [%r2940+2560];
ld.shared.u32 %r1234, [%r2940+2576];
ld.shared.u32 %r1238, [%r2940+2564];
ld.shared.u32 %r1242, [%r2940+2580];
ld.shared.u32 %r1246, [%r2940+2568];
ld.shared.u32 %r1250, [%r2940+2584];
ld.shared.u32 %r1254, [%r2940+2572];
ld.shared.u32 %r1258, [%r2940+2588];

	dp4a.s32.s32 %r1196, %r877, %r1230, %r2895;

	
	dp4a.s32.s32 %r1200, %r2865, %r1234, %r1196;

	
	dp4a.s32.s32 %r1204, %r2869, %r1238, %r1200;

	
	dp4a.s32.s32 %r1208, %r2873, %r1242, %r1204;

	
	dp4a.s32.s32 %r1212, %r2877, %r1246, %r1208;

	
	dp4a.s32.s32 %r1216, %r2881, %r1250, %r1212;

	
	dp4a.s32.s32 %r1220, %r2885, %r1254, %r1216;

	
	dp4a.s32.s32 %r1224, %r2889, %r1258, %r1220;

	ld.shared.f32 %f548, [%r2932+320];
mul.ftz.f32 %f549, %f522, %f548;
cvt.rn.f32.s32 %f550, %r1224;
fma.rn.ftz.f32 %f971, %f549, %f550, %f971;

	dp4a.s32.s32 %r1228, %r2893, %r1230, %r2895;

	
	dp4a.s32.s32 %r1232, %r2897, %r1234, %r1228;

	
	dp4a.s32.s32 %r1236, %r2901, %r1238, %r1232;

	
	dp4a.s32.s32 %r1240, %r2905, %r1242, %r1236;

	
	dp4a.s32.s32 %r1244, %r2909, %r1246, %r1240;

	
	dp4a.s32.s32 %r1248, %r2913, %r1250, %r1244;

	
	dp4a.s32.s32 %r1252, %r2917, %r1254, %r1248;

	
	dp4a.s32.s32 %r1256, %r2921, %r1258, %r1252;

	mul.ftz.f32 %f551, %f525, %f548;
cvt.rn.f32.s32 %f552, %r1256;
fma.rn.ftz.f32 %f939, %f551, %f552, %f939;
ld.shared.u32 %r1294, [%r2940+3072];
ld.shared.u32 %r1298, [%r2940+3088];
ld.shared.u32 %r1302, [%r2940+3076];
ld.shared.u32 %r1306, [%r2940+3092];
ld.shared.u32 %r1310, [%r2940+3080];
ld.shared.u32 %r1314, [%r2940+3096];
ld.shared.u32 %r1318, [%r2940+3084];
ld.shared.u32 %r1322, [%r2940+3100];

	dp4a.s32.s32 %r1260, %r877, %r1294, %r2895;

	
	dp4a.s32.s32 %r1264, %r2865, %r1298, %r1260;

	
	dp4a.s32.s32 %r1268, %r2869, %r1302, %r1264;

	
	dp4a.s32.s32 %r1272, %r2873, %r1306, %r1268;

	
	dp4a.s32.s32 %r1276, %r2877, %r1310, %r1272;

	
	dp4a.s32.s32 %r1280, %r2881, %r1314, %r1276;

	
	dp4a.s32.s32 %r1284, %r2885, %r1318, %r1280;

	
	dp4a.s32.s32 %r1288, %r2889, %r1322, %r1284;

	ld.shared.f32 %f553, [%r2932+384];
mul.ftz.f32 %f554, %f522, %f553;
cvt.rn.f32.s32 %f555, %r1288;
fma.rn.ftz.f32 %f970, %f554, %f555, %f970;

	dp4a.s32.s32 %r1292, %r2893, %r1294, %r2895;

	
	dp4a.s32.s32 %r1296, %r2897, %r1298, %r1292;

	
	dp4a.s32.s32 %r1300, %r2901, %r1302, %r1296;

	
	dp4a.s32.s32 %r1304, %r2905, %r1306, %r1300;

	
	dp4a.s32.s32 %r1308, %r2909, %r1310, %r1304;

	
	dp4a.s32.s32 %r1312, %r2913, %r1314, %r1308;

	
	dp4a.s32.s32 %r1316, %r2917, %r1318, %r1312;

	
	dp4a.s32.s32 %r1320, %r2921, %r1322, %r1316;

	mul.ftz.f32 %f556, %f525, %f553;
cvt.rn.f32.s32 %f557, %r1320;
fma.rn.ftz.f32 %f938, %f556, %f557, %f938;
ld.shared.u32 %r1358, [%r2940+3584];
ld.shared.u32 %r1362, [%r2940+3600];
ld.shared.u32 %r1366, [%r2940+3588];
ld.shared.u32 %r1370, [%r2940+3604];
ld.shared.u32 %r1374, [%r2940+3592];
ld.shared.u32 %r1378, [%r2940+3608];
ld.shared.u32 %r1382, [%r2940+3596];
ld.shared.u32 %r1386, [%r2940+3612];

	dp4a.s32.s32 %r1324, %r877, %r1358, %r2895;

	
	dp4a.s32.s32 %r1328, %r2865, %r1362, %r1324;

	
	dp4a.s32.s32 %r1332, %r2869, %r1366, %r1328;

	
	dp4a.s32.s32 %r1336, %r2873, %r1370, %r1332;

	
	dp4a.s32.s32 %r1340, %r2877, %r1374, %r1336;

	
	dp4a.s32.s32 %r1344, %r2881, %r1378, %r1340;

	
	dp4a.s32.s32 %r1348, %r2885, %r1382, %r1344;

	
	dp4a.s32.s32 %r1352, %r2889, %r1386, %r1348;

	ld.shared.f32 %f558, [%r2932+448];
mul.ftz.f32 %f559, %f522, %f558;
cvt.rn.f32.s32 %f560, %r1352;
fma.rn.ftz.f32 %f969, %f559, %f560, %f969;

	dp4a.s32.s32 %r1356, %r2893, %r1358, %r2895;

	
	dp4a.s32.s32 %r1360, %r2897, %r1362, %r1356;

	
	dp4a.s32.s32 %r1364, %r2901, %r1366, %r1360;

	
	dp4a.s32.s32 %r1368, %r2905, %r1370, %r1364;

	
	dp4a.s32.s32 %r1372, %r2909, %r1374, %r1368;

	
	dp4a.s32.s32 %r1376, %r2913, %r1378, %r1372;

	
	dp4a.s32.s32 %r1380, %r2917, %r1382, %r1376;

	
	dp4a.s32.s32 %r1384, %r2921, %r1386, %r1380;

	mul.ftz.f32 %f561, %f525, %f558;
cvt.rn.f32.s32 %f562, %r1384;
fma.rn.ftz.f32 %f937, %f561, %f562, %f937;
ld.shared.u32 %r1422, [%r2940+4096];
ld.shared.u32 %r1426, [%r2940+4112];
ld.shared.u32 %r1430, [%r2940+4100];
ld.shared.u32 %r1434, [%r2940+4116];
ld.shared.u32 %r1438, [%r2940+4104];
ld.shared.u32 %r1442, [%r2940+4120];
ld.shared.u32 %r1446, [%r2940+4108];
ld.shared.u32 %r1450, [%r2940+4124];

	dp4a.s32.s32 %r1388, %r877, %r1422, %r2895;

	
	dp4a.s32.s32 %r1392, %r2865, %r1426, %r1388;

	
	dp4a.s32.s32 %r1396, %r2869, %r1430, %r1392;

	
	dp4a.s32.s32 %r1400, %r2873, %r1434, %r1396;

	
	dp4a.s32.s32 %r1404, %r2877, %r1438, %r1400;

	
	dp4a.s32.s32 %r1408, %r2881, %r1442, %r1404;

	
	dp4a.s32.s32 %r1412, %r2885, %r1446, %r1408;

	
	dp4a.s32.s32 %r1416, %r2889, %r1450, %r1412;

	ld.shared.f32 %f563, [%r2932+512];
mul.ftz.f32 %f564, %f522, %f563;
cvt.rn.f32.s32 %f565, %r1416;
fma.rn.ftz.f32 %f968, %f564, %f565, %f968;

	dp4a.s32.s32 %r1420, %r2893, %r1422, %r2895;

	
	dp4a.s32.s32 %r1424, %r2897, %r1426, %r1420;

	
	dp4a.s32.s32 %r1428, %r2901, %r1430, %r1424;

	
	dp4a.s32.s32 %r1432, %r2905, %r1434, %r1428;

	
	dp4a.s32.s32 %r1436, %r2909, %r1438, %r1432;

	
	dp4a.s32.s32 %r1440, %r2913, %r1442, %r1436;

	
	dp4a.s32.s32 %r1444, %r2917, %r1446, %r1440;

	
	dp4a.s32.s32 %r1448, %r2921, %r1450, %r1444;

	mul.ftz.f32 %f566, %f525, %f563;
cvt.rn.f32.s32 %f567, %r1448;
fma.rn.ftz.f32 %f936, %f566, %f567, %f936;
ld.shared.u32 %r1486, [%r2940+4608];
ld.shared.u32 %r1490, [%r2940+4624];
ld.shared.u32 %r1494, [%r2940+4612];
ld.shared.u32 %r1498, [%r2940+4628];
ld.shared.u32 %r1502, [%r2940+4616];
ld.shared.u32 %r1506, [%r2940+4632];
ld.shared.u32 %r1510, [%r2940+4620];
ld.shared.u32 %r1514, [%r2940+4636];

	dp4a.s32.s32 %r1452, %r877, %r1486, %r2895;

	
	dp4a.s32.s32 %r1456, %r2865, %r1490, %r1452;

	
	dp4a.s32.s32 %r1460, %r2869, %r1494, %r1456;

	
	dp4a.s32.s32 %r1464, %r2873, %r1498, %r1460;

	
	dp4a.s32.s32 %r1468, %r2877, %r1502, %r1464;

	
	dp4a.s32.s32 %r1472, %r2881, %r1506, %r1468;

	
	dp4a.s32.s32 %r1476, %r2885, %r1510, %r1472;

	
	dp4a.s32.s32 %r1480, %r2889, %r1514, %r1476;

	ld.shared.f32 %f568, [%r2932+576];
mul.ftz.f32 %f569, %f522, %f568;
cvt.rn.f32.s32 %f570, %r1480;
fma.rn.ftz.f32 %f967, %f569, %f570, %f967;

	dp4a.s32.s32 %r1484, %r2893, %r1486, %r2895;

	
	dp4a.s32.s32 %r1488, %r2897, %r1490, %r1484;

	
	dp4a.s32.s32 %r1492, %r2901, %r1494, %r1488;

	
	dp4a.s32.s32 %r1496, %r2905, %r1498, %r1492;

	
	dp4a.s32.s32 %r1500, %r2909, %r1502, %r1496;

	
	dp4a.s32.s32 %r1504, %r2913, %r1506, %r1500;

	
	dp4a.s32.s32 %r1508, %r2917, %r1510, %r1504;

	
	dp4a.s32.s32 %r1512, %r2921, %r1514, %r1508;

	mul.ftz.f32 %f571, %f525, %f568;
cvt.rn.f32.s32 %f572, %r1512;
fma.rn.ftz.f32 %f935, %f571, %f572, %f935;
ld.shared.u32 %r1550, [%r2940+5120];
ld.shared.u32 %r1554, [%r2940+5136];
ld.shared.u32 %r1558, [%r2940+5124];
ld.shared.u32 %r1562, [%r2940+5140];
ld.shared.u32 %r1566, [%r2940+5128];
ld.shared.u32 %r1570, [%r2940+5144];
ld.shared.u32 %r1574, [%r2940+5132];
ld.shared.u32 %r1578, [%r2940+5148];

	dp4a.s32.s32 %r1516, %r877, %r1550, %r2895;

	
	dp4a.s32.s32 %r1520, %r2865, %r1554, %r1516;

	
	dp4a.s32.s32 %r1524, %r2869, %r1558, %r1520;

	
	dp4a.s32.s32 %r1528, %r2873, %r1562, %r1524;

	
	dp4a.s32.s32 %r1532, %r2877, %r1566, %r1528;

	
	dp4a.s32.s32 %r1536, %r2881, %r1570, %r1532;

	
	dp4a.s32.s32 %r1540, %r2885, %r1574, %r1536;

	
	dp4a.s32.s32 %r1544, %r2889, %r1578, %r1540;

	ld.shared.f32 %f573, [%r2932+640];
mul.ftz.f32 %f574, %f522, %f573;
cvt.rn.f32.s32 %f575, %r1544;
fma.rn.ftz.f32 %f966, %f574, %f575, %f966;

	dp4a.s32.s32 %r1548, %r2893, %r1550, %r2895;

	
	dp4a.s32.s32 %r1552, %r2897, %r1554, %r1548;

	
	dp4a.s32.s32 %r1556, %r2901, %r1558, %r1552;

	
	dp4a.s32.s32 %r1560, %r2905, %r1562, %r1556;

	
	dp4a.s32.s32 %r1564, %r2909, %r1566, %r1560;

	
	dp4a.s32.s32 %r1568, %r2913, %r1570, %r1564;

	
	dp4a.s32.s32 %r1572, %r2917, %r1574, %r1568;

	
	dp4a.s32.s32 %r1576, %r2921, %r1578, %r1572;

	mul.ftz.f32 %f576, %f525, %f573;
cvt.rn.f32.s32 %f577, %r1576;
fma.rn.ftz.f32 %f934, %f576, %f577, %f934;
ld.shared.u32 %r1614, [%r2940+5632];
ld.shared.u32 %r1618, [%r2940+5648];
ld.shared.u32 %r1622, [%r2940+5636];
ld.shared.u32 %r1626, [%r2940+5652];
ld.shared.u32 %r1630, [%r2940+5640];
ld.shared.u32 %r1634, [%r2940+5656];
ld.shared.u32 %r1638, [%r2940+5644];
ld.shared.u32 %r1642, [%r2940+5660];

	dp4a.s32.s32 %r1580, %r877, %r1614, %r2895;

	
	dp4a.s32.s32 %r1584, %r2865, %r1618, %r1580;

	
	dp4a.s32.s32 %r1588, %r2869, %r1622, %r1584;

	
	dp4a.s32.s32 %r1592, %r2873, %r1626, %r1588;

	
	dp4a.s32.s32 %r1596, %r2877, %r1630, %r1592;

	
	dp4a.s32.s32 %r1600, %r2881, %r1634, %r1596;

	
	dp4a.s32.s32 %r1604, %r2885, %r1638, %r1600;

	
	dp4a.s32.s32 %r1608, %r2889, %r1642, %r1604;

	ld.shared.f32 %f578, [%r2932+704];
mul.ftz.f32 %f579, %f522, %f578;
cvt.rn.f32.s32 %f580, %r1608;
fma.rn.ftz.f32 %f965, %f579, %f580, %f965;

	dp4a.s32.s32 %r1612, %r2893, %r1614, %r2895;

	
	dp4a.s32.s32 %r1616, %r2897, %r1618, %r1612;

	
	dp4a.s32.s32 %r1620, %r2901, %r1622, %r1616;

	
	dp4a.s32.s32 %r1624, %r2905, %r1626, %r1620;

	
	dp4a.s32.s32 %r1628, %r2909, %r1630, %r1624;

	
	dp4a.s32.s32 %r1632, %r2913, %r1634, %r1628;

	
	dp4a.s32.s32 %r1636, %r2917, %r1638, %r1632;

	
	dp4a.s32.s32 %r1640, %r2921, %r1642, %r1636;

	mul.ftz.f32 %f581, %f525, %f578;
cvt.rn.f32.s32 %f582, %r1640;
fma.rn.ftz.f32 %f933, %f581, %f582, %f933;
ld.shared.u32 %r1678, [%r2940+6144];
ld.shared.u32 %r1682, [%r2940+6160];
ld.shared.u32 %r1686, [%r2940+6148];
ld.shared.u32 %r1690, [%r2940+6164];
ld.shared.u32 %r1694, [%r2940+6152];
ld.shared.u32 %r1698, [%r2940+6168];
ld.shared.u32 %r1702, [%r2940+6156];
ld.shared.u32 %r1706, [%r2940+6172];

	dp4a.s32.s32 %r1644, %r877, %r1678, %r2895;

	
	dp4a.s32.s32 %r1648, %r2865, %r1682, %r1644;

	
	dp4a.s32.s32 %r1652, %r2869, %r1686, %r1648;

	
	dp4a.s32.s32 %r1656, %r2873, %r1690, %r1652;

	
	dp4a.s32.s32 %r1660, %r2877, %r1694, %r1656;

	
	dp4a.s32.s32 %r1664, %r2881, %r1698, %r1660;

	
	dp4a.s32.s32 %r1668, %r2885, %r1702, %r1664;

	
	dp4a.s32.s32 %r1672, %r2889, %r1706, %r1668;

	ld.shared.f32 %f583, [%r2932+768];
mul.ftz.f32 %f584, %f522, %f583;
cvt.rn.f32.s32 %f585, %r1672;
fma.rn.ftz.f32 %f964, %f584, %f585, %f964;

	dp4a.s32.s32 %r1676, %r2893, %r1678, %r2895;

	
	dp4a.s32.s32 %r1680, %r2897, %r1682, %r1676;

	
	dp4a.s32.s32 %r1684, %r2901, %r1686, %r1680;

	
	dp4a.s32.s32 %r1688, %r2905, %r1690, %r1684;

	
	dp4a.s32.s32 %r1692, %r2909, %r1694, %r1688;

	
	dp4a.s32.s32 %r1696, %r2913, %r1698, %r1692;

	
	dp4a.s32.s32 %r1700, %r2917, %r1702, %r1696;

	
	dp4a.s32.s32 %r1704, %r2921, %r1706, %r1700;

	mul.ftz.f32 %f586, %f525, %f583;
cvt.rn.f32.s32 %f587, %r1704;
fma.rn.ftz.f32 %f932, %f586, %f587, %f932;
ld.shared.u32 %r1742, [%r2940+6656];
ld.shared.u32 %r1746, [%r2940+6672];
ld.shared.u32 %r1750, [%r2940+6660];
ld.shared.u32 %r1754, [%r2940+6676];
ld.shared.u32 %r1758, [%r2940+6664];
ld.shared.u32 %r1762, [%r2940+6680];
ld.shared.u32 %r1766, [%r2940+6668];
ld.shared.u32 %r1770, [%r2940+6684];

	dp4a.s32.s32 %r1708, %r877, %r1742, %r2895;

	
	dp4a.s32.s32 %r1712, %r2865, %r1746, %r1708;

	
	dp4a.s32.s32 %r1716, %r2869, %r1750, %r1712;

	
	dp4a.s32.s32 %r1720, %r2873, %r1754, %r1716;

	
	dp4a.s32.s32 %r1724, %r2877, %r1758, %r1720;

	
	dp4a.s32.s32 %r1728, %r2881, %r1762, %r1724;

	
	dp4a.s32.s32 %r1732, %r2885, %r1766, %r1728;

	
	dp4a.s32.s32 %r1736, %r2889, %r1770, %r1732;

	ld.shared.f32 %f588, [%r2932+832];
mul.ftz.f32 %f589, %f522, %f588;
cvt.rn.f32.s32 %f590, %r1736;
fma.rn.ftz.f32 %f963, %f589, %f590, %f963;

	dp4a.s32.s32 %r1740, %r2893, %r1742, %r2895;

	
